,Unnamed: 0,location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,foreign_worker,class,application_date,works_outside_US,kmeans_labels
760,760,"San Diego, CA",California,9437.28,15.0,'critical/other existing credit',radio/tv,1271,0.0,1<=X<4,3,'male single',none,0,'no known property',39,none,'for free',2,skilled,1,yes,Bad,6/5/1996,yes,0
761,761,"San Diego, CA",California,0.0,24.0,'existing paid','new car',1393,0.0,1<=X<4,0,'male single',guarantor,2,'real estate',31,none,Other,1,skilled,1,no,Good,6/6/1996,no,0
762,762,"San Diego, CA",California,-114.67,12.0,'critical/other existing credit','new car',691,15.15,>=7,4,'male single',none,3,'life insurance',35,none,Other,2,skilled,1,no,Bad,6/7/1996,no,0
763,763,"San Diego, CA",California,0.0,15.0,'critical/other existing credit','new car',3234,0.0,>=7,1,Unknown,Unknown,4,car,59,none,own,1,skilled,1,yes,Bad,6/8/1996,yes,2
764,764,"San Francisco, CA",California,-4560.48,18.0,'critical/other existing credit',furniture/equipment,2124,34.4,1<=X<4,4,'female div/dep/mar',none,4,'real estate',24,none,rent,2,skilled,1,yes,Good,6/9/1996,yes,0
765,765,"San Joaquin, CA",California,-1694.38,12.0,'existing paid',radio/tv,2214,0.0,1<=X<4,4,'male single',none,3,'life insurance',24,none,own,1,'unskilled resident',1,yes,Good,6/10/1996,yes,0
766,766,"San Joaquin, CA",California,0.0,21.0,'critical/other existing credit','new car',3234,0.0,Unknown,4,'male single',none,4,'no known property',30,none,'for free',1,'high qualif/self emp/mgmt',1,yes,Bad,6/11/1996,yes,2
767,767,"San Luis Obispo, CA",California,0.0,24.0,'critical/other existing credit',Unknown,2463,0.0,4<=X<7,4,'male mar/wid',none,3,'life insurance',27,none,Other,2,Other,1,no,Bad,6/12/1996,no,0
768,768,"San Mateo, CA",California,121.72,12.0,no credit history,radio/tv,3234,15.47,Unknown,3,Unknown,Unknown,3,'real estate',40,bank,own,2,'unskilled resident',1,yes,Good,6/13/1996,yes,2
769,769,"San Mateo, CA",California,0.0,30.0,no credit history,furniture/equipment,3108,0.0,<1,2,'male div/sep',none,4,'life insurance',31,none,Other,1,'unskilled resident',1,no,Bad,6/14/1996,no,2
770,770,"Santa Clara, CA",California,0.0,20.0,'existing paid','used car',2901,0.0,<1,1,'female div/dep/mar',Unknown,0,Other,31,none,rent,1,skilled,Unknown,yes,Good,6/15/1996,yes,2
771,771,"Santa Clara, CA",California,95.13,12.0,'critical/other existing credit',furniture/equipment,3617,92.79,>=7,0,'male single',Unknown,4,Other,28,none,rent,3,skilled,1,Unknown,Good,6/16/1996,Unknown,2
772,772,"Santa Clara, CA",California,0.0,12.0,'critical/other existing credit',Unknown,1655,0.0,>=7,2,'male single',none,4,'real estate',31,none,own,2,'unskilled resident',1,no,Good,6/17/1996,no,0
773,773,"Solano, CA",California,-5367.96,24.0,'existing paid','used car',2812,0.0,>=7,2,'female div/dep/mar',none,4,'real estate',26,none,rent,1,skilled,1,yes,Good,6/18/1996,yes,2
774,774,"Sonoma, CA",California,-1433.67,36.0,no credit history,education,8065,52.31,1<=X<4,3,'female div/dep/mar',none,2,'no known property',25,none,own,2,'high qualif/self emp/mgmt',1,yes,Bad,6/19/1996,yes,1
775,775,"Stanislaus, CA",California,0.0,21.0,'critical/other existing credit','used car',3275,0.0,>=7,1,'male single',none,4,car,36,none,own,1,'high qualif/self emp/mgmt',1,yes,Good,6/20/1996,yes,2
776,776,"Stanislaus, CA",California,0.0,24.0,'critical/other existing credit',radio/tv,2223,0.0,>=7,4,'male single',none,4,'life insurance',31,Other,own,2,skilled,1,no,Good,6/21/1996,no,0
777,777,"Tulare, CA",California,4970.39,20.0,'critical/other existing credit','new car',1480,818.86,unemployed,2,'male single',Unknown,4,Other,31,Other,'for free',3,'unemp/unskilled non res',Unknown,no,Bad,6/22/1996,no,0
778,778,"Ventura, CA",California,-7880.14,24.0,'existing paid','new car',3234,0.0,1<=X<4,4,'female div/dep/mar',none,0,'real estate',25,none,rent,1,skilled,1,yes,Good,6/23/1996,yes,2
779,779,"Yolo, CA",California,0.0,36.0,'critical/other existing credit','new car',3535,0.0,4<=X<7,4,Unknown,none,4,car,37,none,own,2,skilled,1,yes,Good,6/24/1996,yes,2
780,780,"Yolo, CA",California,-5787.14,18.0,'existing paid',radio/tv,3509,5.6,4<=X<7,0,'female div/dep/mar',guarantor,1,'real estate',25,none,own,1,skilled,1,no,Bad,6/25/1996,no,2
781,781,"Adams, CO",Colorado,0.0,20.0,'critical/other existing credit','used car',5711,0.0,>=7,4,Unknown,none,0,car,38,none,own,2,Other,1,yes,Good,6/26/1996,yes,2
782,782,"Logan, CO",Colorado,0.0,18.0,'existing paid',repairs,3872,0.0,unemployed,2,'female div/dep/mar',none,4,car,67,none,own,1,skilled,1,no,Bad,6/27/1996,no,2
783,783,"Logan, CO",Colorado,143.98,39.0,'critical/other existing credit',radio/tv,4933,27.57,4<=X<7,2,'male single',guarantor,2,'real estate',25,none,own,2,skilled,1,no,Bad,6/28/1996,no,2
784,784,"Denver, CO",Colorado,0.0,20.0,'critical/other existing credit','new car',1940,0.0,>=7,4,'male single',none,4,'real estate',60,none,own,1,skilled,1,yes,Good,6/29/1996,yes,0
785,785,"Fairfield, CT",Connecticut,124.22,12.0,'no credits/all paid',retraining,1410,39.88,1<=X<4,2,'male single',none,2,'real estate',31,none,own,1,'unskilled resident',1,Unknown,Good,6/30/1996,Unknown,0
786,786,"New Haven, CT",Connecticut,18.9,12.0,'existing paid','new car',836,197.77,<1,4,'female div/dep/mar',none,2,'life insurance',23,bank,own,1,'unskilled resident',1,no,Bad,7/1/1996,no,0
787,787,District of Columbia,District of Columbia,92.6,20.0,'existing paid','used car',6468,0.0,unemployed,1,'male div/sep',none,4,'real estate',60,none,own,1,'high qualif/self emp/mgmt',1,no,Good,7/2/1996,no,2
788,788,District of Columbia,District of Columbia,20.17,18.0,'existing paid',business,1941,9298.08,1<=X<4,4,'male single',none,2,'life insurance',35,none,own,1,'unskilled resident',1,yes,Good,7/3/1996,yes,0
789,789,"New Castle, DE",Delaware,0.0,22.0,'existing paid',radio/tv,2675,0.0,>=7,3,Unknown,none,4,car,40,none,own,1,skilled,Unknown,no,Bad,7/4/1996,no,0
790,790,"New Castle, DE",Delaware,0.0,48.0,no credit history,'used car',3234,0.0,Unknown,4,'male single',none,3,car,38,none,own,2,skilled,2,yes,Bad,7/5/1996,yes,2
791,791,"Bay, FL",Florida,22.41,48.0,'delayed previously',education,3234,88.44,>=7,4,'male single',none,4,'no known property',50,none,'for free',1,skilled,1,yes,Good,7/6/1996,yes,2
792,792,"Bay, FL",Florida,0.0,40.0,'critical/other existing credit',education,5998,0.0,1<=X<4,4,'male single',Unknown,3,'no known property',27,bank,own,1,Other,1,yes,Bad,7/7/1996,yes,2
793,793,"Brevard, FL",Florida,49.35,21.0,'existing paid',Unknown,1188,39.92,>=7,2,'female div/dep/mar',none,4,'life insurance',31,none,own,1,skilled,2,yes,Good,7/8/1996,yes,0
794,794,"Brevard, FL",Florida,0.0,24.0,'existing paid','used car',6313,0.0,>=7,0,'male single',none,4,car,41,none,own,1,'high qualif/self emp/mgmt',2,no,Bad,7/9/1996,no,2
795,795,"Brevard, FL",Florida,0.0,20.0,'critical/other existing credit',furniture/equipment,1221,0.0,1<=X<4,1,'male mar/wid',none,2,'life insurance',27,none,own,2,skilled,1,Unknown,Good,7/10/1996,Unknown,0
796,796,"Brevard, FL",Florida,5071.29,20.0,'existing paid',furniture/equipment,2892,40.12,Unknown,3,'male div/sep',none,4,'no known property',51,none,'for free',1,skilled,1,no,Good,7/11/1996,no,2
797,797,"Broward, FL",Florida,0.0,24.0,'existing paid',furniture/equipment,3062,0.0,>=7,4,'male single',none,3,'no known property',32,none,rent,1,skilled,1,yes,Bad,7/12/1996,yes,2
798,798,"Broward, FL",Florida,0.0,9.0,no credit history,furniture/equipment,2301,0.0,<1,2,Unknown,none,4,'life insurance',31,none,rent,1,skilled,1,no,Bad,7/13/1996,no,0
799,799,"Broward, FL",Florida,-3171.02,18.0,'existing paid','used car',3234,0.0,>=7,1,'male single',none,4,'life insurance',51,Other,'for free',1,skilled,2,Unknown,Bad,7/14/1996,Unknown,2
800,800,"Broward, FL",Florida,0.0,12.0,'critical/other existing credit',furniture/equipment,1258,0.0,<1,0,'female div/dep/mar',none,4,'life insurance',22,none,rent,2,'unskilled resident',1,no,Good,7/15/1996,no,0
801,801,"Collier, FL",Florida,0.0,20.0,'delayed previously','new car',717,0.0,>=7,4,'male mar/wid',none,4,car,54,none,own,2,skilled,Unknown,yes,Good,7/16/1996,yes,0
802,802,"Miami-Dade, FL",Florida,67.27,9.0,'existing paid','new car',3234,0.0,<1,0,'male single',none,2,'real estate',35,none,own,0,'unemp/unskilled non res',1,yes,Good,7/17/1996,yes,2
803,803,"Miami-Dade, FL",Florida,0.0,24.0,'critical/other existing credit',education,3234,0.0,>=7,4,Unknown,none,4,'no known property',31,none,'for free',2,skilled,2,yes,Bad,7/18/1996,yes,2
804,804,"Miami-Dade, FL",Florida,193.43,18.0,'critical/other existing credit',radio/tv,1795,34.86,>=7,3,'female div/dep/mar',guarantor,4,'real estate',48,bank,rent,0,'unskilled resident',1,no,Good,7/19/1996,no,0
805,805,"Miami-Dade, FL",Florida,-8219.36,20.0,'critical/other existing credit',furniture/equipment,4272,94.81,>=7,1,Unknown,none,4,'life insurance',24,Other,own,2,skilled,1,no,Bad,7/20/1996,no,2
806,806,"Miami-Dade, FL",Florida,0.0,12.0,no credit history,Unknown,976,0.0,>=7,4,'male single',Unknown,4,car,35,none,own,2,skilled,1,no,Bad,7/21/1996,no,0
807,807,"Duval, FL",Florida,44.41,12.0,'existing paid','new car',7472,0.0,unemployed,1,'female div/dep/mar',none,2,'real estate',31,none,rent,1,'unemp/unskilled non res',1,yes,Good,7/22/1996,yes,1
808,808,"Escambia, FL",Florida,-7911.06,36.0,no credit history,'new car',9271,10.91,4<=X<7,2,'male single',Unknown,1,car,24,none,own,1,skilled,1,no,Good,7/23/1996,no,1
809,809,"Gadsden, FL",Florida,3.64,6.0,'existing paid',radio/tv,590,69.14,<1,3,Unknown,none,3,'real estate',26,none,own,1,'unskilled resident',1,Unknown,Good,7/24/1996,Unknown,0
810,810,"Hillsborough, FL",Florida,0.0,12.0,'critical/other existing credit',radio/tv,930,0.0,>=7,4,'male single',none,4,'real estate',65,Other,own,4,skilled,1,no,Bad,7/25/1996,no,0
811,811,"Hillsborough, FL",Florida,0.0,42.0,'all paid','used car',9283,0.0,unemployed,1,'male single',none,2,'no known property',55,bank,'for free',1,'high qualif/self emp/mgmt',1,yes,Good,7/26/1996,yes,1
812,812,"Madison, FL",Florida,0.0,15.0,'no credits/all paid','new car',1778,0.0,<1,2,'female div/dep/mar',none,1,'real estate',26,none,rent,2,'unemp/unskilled non res',1,yes,Bad,7/27/1996,yes,0
813,813,"Marion, FL",Florida,69.88,8.0,'existing paid',business,907,6.83,<1,3,'male mar/wid',none,2,'real estate',26,none,own,1,skilled,1,no,Good,7/28/1996,no,0
814,814,"Marion, FL",Florida,98.29,6.0,'existing paid',radio/tv,484,82.59,4<=X<7,3,'male mar/wid',guarantor,3,'real estate',28,bank,own,1,'unskilled resident',Unknown,no,Bad,7/29/1996,no,0
815,815,"Monroe, FL",Florida,-4383.35,36.0,'critical/other existing credit','used car',9629,80.0,4<=X<7,4,'male single',none,4,car,24,none,own,2,Other,1,no,Good,7/30/1996,no,1
816,816,"Orange, FL",Florida,-6144.69,48.0,'existing paid','domestic appliance',3051,61.85,1<=X<4,3,'male single',none,0,car,54,none,own,1,skilled,1,no,Bad,7/31/1996,no,2
817,817,"Palm Beach, FL",Florida,-5706.25,48.0,'existing paid','new car',3931,99.46,4<=X<7,0,'male single',Unknown,0,'no known property',46,none,'for free',1,skilled,2,no,Good,8/1/1996,no,2
818,818,"Palm Beach, FL",Florida,28.13,36.0,'delayed previously','new car',7432,17.52,1<=X<4,0,'female div/dep/mar',none,2,'life insurance',54,Other,rent,1,skilled,Unknown,yes,Bad,8/2/1996,yes,1
819,819,"Palm Beach, FL",Florida,0.0,6.0,'existing paid','domestic appliance',1338,0.0,1<=X<4,1,'male div/sep',none,4,'real estate',62,none,own,1,skilled,1,no,Bad,8/3/1996,no,0
820,820,"Palm Beach, FL",Florida,0.0,6.0,no credit history,Unknown,1554,0.0,Unknown,0,'female div/dep/mar',none,2,car,24,none,Other,2,skilled,1,yes,Bad,8/4/1996,yes,0
821,821,"Pasco, FL",Florida,0.0,36.0,'existing paid',other,15857,0.0,unemployed,2,'male div/sep','co applicant',3,car,43,none,own,0,'high qualif/self emp/mgmt',1,no,Good,8/5/1996,no,1
822,822,"Pinellas, FL",Florida,-581.77,18.0,'existing paid',radio/tv,1345,54.46,1<=X<4,0,'male mar/wid',none,3,'real estate',26,bank,Other,1,Other,1,Unknown,Bad,8/6/1996,Unknown,0
823,823,"Pinellas, FL",Florida,0.0,12.0,'existing paid',Unknown,1101,0.0,Unknown,3,'male mar/wid',none,2,'real estate',27,none,own,0,skilled,1,no,Good,8/7/1996,no,0
824,824,"Pinellas, FL",Florida,0.0,12.0,'existing paid',radio/tv,3016,0.0,1<=X<4,3,'male mar/wid',none,1,car,24,none,own,1,skilled,1,Unknown,Good,8/8/1996,Unknown,2
825,825,"Polk, FL",Florida,-8804.85,36.0,'existing paid',furniture/equipment,2712,21.59,>=7,2,'male single',none,2,'life insurance',41,bank,own,1,skilled,2,yes,Good,8/9/1996,yes,2
826,826,"Polk, FL",Florida,-7039.13,8.0,'critical/other existing credit','new car',731,45.93,>=7,4,'male single',none,4,'real estate',31,none,own,2,Other,1,no,Bad,8/10/1996,no,0
827,827,"Polk, FL",Florida,0.0,18.0,'critical/other existing credit',furniture/equipment,3780,0.0,<1,3,'male div/sep',none,2,car,35,none,own,2,'high qualif/self emp/mgmt',Unknown,no,Good,8/11/1996,no,2
828,828,"Polk, FL",Florida,-6845.84,21.0,'critical/other existing credit','new car',1602,64.4,>=7,4,'male mar/wid',none,3,car,30,none,own,2,skilled,1,no,Good,8/12/1996,no,0
829,829,"St. Lucie, FL",Florida,-4028.09,18.0,'critical/other existing credit','new car',3966,89.91,Unknown,1,'female div/dep/mar',none,4,'real estate',33,Other,rent,3,skilled,1,no,Good,8/13/1996,no,2
830,830,"Seminole, FL",Florida,0.0,18.0,no credit history,business,4165,0.0,1<=X<4,2,'male single',none,2,car,36,stores,Other,2,skilled,2,no,Good,8/14/1996,no,2
831,831,"Volusia, FL",Florida,-2327.2,36.0,'existing paid','used car',8335,0.0,>=7,3,'male single',none,4,'no known property',47,none,'for free',1,skilled,1,yes,Good,8/15/1996,yes,1
832,832,"Baker, GA",Georgia,45.9,48.0,'delayed previously',business,6681,0.0,1<=X<4,4,'male single',none,4,'no known property',38,none,'for free',1,skilled,2,yes,Bad,8/16/1996,yes,2
833,833,"Baldwin, GA",Georgia,0.0,24.0,no credit history,business,2375,0.0,1<=X<4,4,'male single',none,2,car,31,Other,own,2,skilled,2,Unknown,Bad,8/17/1996,Unknown,0
834,834,"Chatham, GA",Georgia,-9116.85,18.0,'existing paid','new car',1216,0.0,<1,4,'female div/dep/mar',none,3,car,23,none,rent,1,skilled,Unknown,yes,Good,8/18/1996,yes,0
835,835,"Clayton, GA",Georgia,-6919.96,45.0,'no credits/all paid',business,11816,80.7,>=7,2,'male single',Unknown,4,car,29,Other,rent,2,skilled,1,yes,Good,8/19/1996,yes,1
836,836,"Cobb, GA",Georgia,94.26,24.0,'existing paid',radio/tv,3234,0.0,>=7,2,'female div/dep/mar',none,0,car,42,none,own,1,skilled,1,yes,Good,8/20/1996,yes,2
837,837,"De Kalb, GA",Georgia,5440.88,15.0,'existing paid',radio/tv,2327,94.96,<1,2,'female div/dep/mar',none,3,'real estate',25,none,own,1,'unskilled resident',1,no,Good,8/21/1996,no,0
838,838,"De Kalb, GA",Georgia,-6123.97,12.0,'no credits/all paid','new car',1082,0.0,1<=X<4,4,'male single',none,4,Other,48,bank,own,2,Other,1,yes,Good,8/22/1996,yes,0
839,839,"Elbert, GA",Georgia,0.0,12.0,'existing paid',Unknown,886,0.0,1<=X<4,4,'female div/dep/mar',Unknown,2,car,21,Other,own,0,skilled,1,yes,Good,8/23/1996,yes,0
840,840,"Floyd, GA",Georgia,0.0,4.0,'existing paid',furniture/equipment,601,0.0,<1,1,'female div/dep/mar',Unknown,3,'real estate',23,Other,rent,1,'unskilled resident',2,no,Bad,8/24/1996,no,0
841,841,"Fulton, GA",Georgia,-8713.84,20.0,'critical/other existing credit','used car',3234,71.17,>=7,4,'male single',none,4,'life insurance',63,none,own,2,skilled,Unknown,no,Bad,8/25/1996,no,2
842,842,"Harris, GA",Georgia,0.0,24.0,'critical/other existing credit',radio/tv,2611,0.0,>=7,4,'male mar/wid','co applicant',0,'real estate',46,none,own,2,skilled,1,no,Good,8/26/1996,no,0
843,843,"Houston, GA",Georgia,-2075.66,36.0,'existing paid',furniture/equipment,5179,28.73,4<=X<7,4,'male single',none,2,'life insurance',29,none,own,1,skilled,Unknown,no,Good,8/27/1996,no,2
844,844,"Muscogee, GA",Georgia,0.0,21.0,'delayed previously','used car',2993,0.0,1<=X<4,3,'male single',none,2,'real estate',28,stores,own,2,'unskilled resident',1,yes,Good,8/28/1996,yes,2
845,845,"Pike, GA",Georgia,0.0,18.0,'existing paid',repairs,1943,0.0,Unknown,4,'female div/dep/mar',none,4,'real estate',23,none,Other,1,skilled,1,yes,Good,8/29/1996,yes,0
846,846,"Richmond, GA",Georgia,0.0,24.0,'all paid',business,1559,0.0,4<=X<7,4,'male single',none,4,car,50,bank,Other,1,skilled,1,no,Good,8/30/1996,no,0
847,847,"Spalding, GA",Georgia,0.0,18.0,'existing paid',furniture/equipment,3422,0.0,>=7,4,'male single',none,4,'life insurance',47,bank,own,0,skilled,2,Unknown,Good,8/31/1996,Unknown,2
848,848,"Terrell, GA",Georgia,164.54,21.0,no credit history,furniture/equipment,3976,0.0,4<=X<7,2,Unknown,none,3,Other,35,none,own,1,skilled,1,no,Good,9/1/1996,no,2
849,849,"Toombs, GA",Georgia,0.0,18.0,'existing paid','new car',6761,0.0,1<=X<4,2,'male single',none,4,car,68,none,rent,2,skilled,1,yes,Good,9/2/1996,yes,1
850,850,"Washington, GA",Georgia,0.0,20.0,no credit history,'new car',1249,0.0,<1,0,'male mar/wid',none,2,'real estate',28,none,own,1,skilled,1,yes,Bad,9/3/1996,yes,0
851,851,"Fulton, GA",Georgia,-5400.65,9.0,'existing paid',radio/tv,1364,27.79,4<=X<7,0,'male single',none,4,'real estate',59,none,own,1,skilled,1,no,Good,9/4/1996,no,0
852,852,"Honolulu, HI",Hawaii,-9276.51,12.0,'existing paid',Unknown,709,16.33,>=7,4,'male single',none,4,'real estate',57,stores,own,1,'unskilled resident',1,Unknown,Good,9/5/1996,Unknown,0
853,853,"Boone, IA",Iowa,-2942.19,20.0,'critical/other existing credit','new car',2235,1.49,1<=X<4,4,'male mar/wid',guarantor,2,'life insurance',31,bank,rent,2,skilled,1,no,Good,9/6/1996,no,0
854,854,"Henry, IA",Iowa,0.0,24.0,'critical/other existing credit','used car',4042,0.0,4<=X<7,3,'male single',none,4,'life insurance',43,none,own,2,skilled,1,no,Good,9/7/1996,no,2
855,855,"Johnson, IA",Iowa,0.0,15.0,'critical/other existing credit',radio/tv,1471,0.0,1<=X<4,4,'male single',none,4,'no known property',35,none,'for free',2,skilled,1,yes,Bad,9/8/1996,yes,0
856,856,"Linn, IA",Iowa,-4157.57,18.0,'all paid',Unknown,1442,94.88,4<=X<7,4,'male single',none,4,Other,32,none,'for free',2,'unskilled resident',2,no,Good,9/9/1996,no,0
857,857,"Linn, IA",Iowa,0.0,36.0,'delayed previously','new car',10875,0.0,>=7,2,'male single',none,2,car,45,Other,own,2,skilled,2,no,Bad,9/10/1996,no,1
858,858,"Marshall, IA",Iowa,0.0,24.0,'existing paid','new car',1474,0.0,<1,4,'male mar/wid',none,0,'real estate',33,none,own,1,skilled,1,no,Good,9/11/1996,no,0
859,859,"Pottawattamie, IA",Iowa,0.0,20.0,'existing paid',retraining,894,0.0,4<=X<7,4,'female div/dep/mar',none,3,'life insurance',40,none,own,1,skilled,1,yes,Bad,9/12/1996,yes,0
860,860,"Canyon, ID",Idaho,0.0,20.0,'critical/other existing credit',furniture/equipment,3343,0.0,1<=X<4,4,Unknown,none,2,'no known property',31,Other,'for free',1,skilled,Unknown,yes,Good,9/13/1996,yes,2
861,861,"Canyon, ID",Idaho,-4513.12,15.0,'existing paid','new car',3959,18.68,1<=X<4,3,'female div/dep/mar',none,2,Other,29,none,own,1,skilled,1,no,Bad,9/14/1996,no,2
862,862,"Adams, IL",Illinois,0.0,9.0,'existing paid','new car',3577,0.0,1<=X<4,1,'male single',guarantor,2,'real estate',26,none,rent,1,skilled,2,no,Bad,9/15/1996,no,2
863,863,"Champaign, IL",Illinois,0.0,24.0,'critical/other existing credit',Unknown,5804,0.0,1<=X<4,4,'male single',none,2,'real estate',31,none,own,2,skilled,Unknown,Unknown,Bad,9/16/1996,Unknown,2
864,864,"Cook, IL",Illinois,0.0,18.0,'delayed previously',business,2169,0.0,1<=X<4,4,'male mar/wid',none,2,car,31,none,own,1,skilled,1,no,Good,9/17/1996,no,0
865,865,"Cook, IL",Illinois,-2638.38,24.0,'existing paid',radio/tv,2439,0.0,<1,0,'female div/dep/mar',none,0,'real estate',35,none,own,1,Other,1,Unknown,Good,9/18/1996,Unknown,0
866,866,"Chicago, IL",Illinois,0.0,27.0,'critical/other existing credit',furniture/equipment,4526,0.0,<1,4,'male single',none,2,'real estate',32,stores,own,2,'unskilled resident',2,no,Bad,9/19/1996,no,2
867,867,"Cook, IL",Illinois,0.0,10.0,'existing paid',furniture/equipment,2210,0.0,Unknown,2,'male single',Unknown,2,'real estate',25,Other,Other,1,'unskilled resident',1,no,Good,9/20/1996,no,0
868,868,"Cook, IL",Illinois,0.0,15.0,no credit history,furniture/equipment,2221,0.0,1<=X<4,2,'female div/dep/mar',none,4,car,20,none,rent,1,skilled,1,no,Bad,9/21/1996,no,0
869,869,"Chicago, IL",Illinois,-8906.05,18.0,'existing paid',radio/tv,2389,88.27,<1,4,Unknown,none,1,car,27,stores,own,1,skilled,1,yes,Bad,9/22/1996,yes,0
870,870,"Cook, IL",Illinois,0.0,12.0,'critical/other existing credit',furniture/equipment,3331,0.0,>=7,2,'male single',none,4,'life insurance',42,stores,own,1,skilled,1,Unknown,Bad,9/23/1996,Unknown,2
871,871,"Chicago, IL",Illinois,0.0,36.0,'existing paid',business,7409,0.0,>=7,3,'male single',none,2,Other,37,none,own,2,skilled,1,yes,Good,9/24/1996,yes,1
872,872,"DuPage, IL",Illinois,-542.44,12.0,'existing paid',furniture/equipment,652,94.47,>=7,4,'female div/dep/mar',none,4,'life insurance',24,none,Other,1,skilled,1,yes,Bad,9/25/1996,yes,0
873,873,"DuPage, IL",Illinois,0.0,36.0,'delayed previously',furniture/equipment,3234,0.0,4<=X<7,2,'female div/dep/mar',none,4,car,40,none,Other,2,skilled,Unknown,no,Bad,9/26/1996,no,2
874,874,"Henry, IL",Illinois,6044.46,6.0,'critical/other existing credit','new car',1343,18.82,>=7,1,'male single',none,4,'real estate',46,none,own,2,skilled,2,no,Bad,9/27/1996,no,0
875,875,"Kane, IL",Illinois,-34.79,24.0,'critical/other existing credit',business,3234,146.38,4<=X<7,0,'male single',none,0,'real estate',26,none,own,2,skilled,1,yes,Good,9/28/1996,yes,2
876,876,"Kane, IL",Illinois,0.0,15.0,'existing paid','domestic appliance',874,0.0,<1,4,'female div/dep/mar',none,1,'real estate',24,none,own,1,skilled,1,no,Good,9/29/1996,no,0
877,877,"Kankakee, IL",Illinois,-7372.45,12.0,'existing paid',furniture/equipment,3234,0.0,1<=X<4,2,'male single','co applicant',2,'life insurance',29,none,own,1,'unskilled resident',2,yes,Bad,9/30/1996,yes,2
878,878,"Lake, IL",Illinois,51.27,11.0,'critical/other existing credit','new car',1322,7453.33,1<=X<4,4,'female div/dep/mar',none,0,car,40,none,Other,2,skilled,1,no,Good,10/1/1996,no,0
879,879,"McLean, IL",Illinois,-974.0,18.0,'all paid',radio/tv,1940,65.2,<1,3,'male single','co applicant',4,'no known property',36,bank,'for free',1,'high qualif/self emp/mgmt',1,no,Bad,10/2/1996,no,0
880,880,"Macon, IL",Illinois,0.0,36.0,'existing paid',radio/tv,3595,0.0,>=7,4,'male single',none,2,car,28,none,own,1,skilled,1,no,Good,10/3/1996,no,2
881,881,"Madison, IL",Illinois,-8311.39,9.0,'existing paid','new car',1422,84.41,<1,3,'male single',none,2,'no known property',27,none,'for free',0,Other,1,yes,Good,10/4/1996,yes,0
882,882,"Madison, IL",Illinois,0.0,30.0,'critical/other existing credit',radio/tv,3234,0.0,4<=X<7,2,'male single',none,3,'life insurance',36,none,own,2,skilled,1,no,Good,10/5/1996,no,2
883,883,"St. Clair, IL",Illinois,0.0,24.0,'existing paid','used car',7814,0.0,4<=X<7,3,'male single',none,3,car,38,none,own,1,Other,1,Unknown,Good,10/6/1996,Unknown,1
884,884,"St. Clair, IL",Illinois,0.0,24.0,'existing paid','used car',9277,0.0,1<=X<4,2,'male div/sep',none,4,'no known property',48,none,'for free',1,skilled,1,yes,Good,10/7/1996,yes,1
885,885,"St. Clair, IL",Illinois,0.0,30.0,'critical/other existing credit','new car',2181,0.0,>=7,4,'male single',none,4,'real estate',36,none,own,2,skilled,1,no,Bad,10/8/1996,no,0
886,886,"Sangamon, IL",Illinois,0.0,18.0,'critical/other existing credit',radio/tv,1098,0.0,unemployed,4,'female div/dep/mar',none,4,car,65,none,own,0,'unemp/unskilled non res',1,yes,Good,10/9/1996,yes,0
887,887,"Vermilion, IL",Illinois,39.31,24.0,'existing paid',Unknown,4057,16.75,4<=X<7,3,'male div/sep',none,3,car,31,none,own,0,skilled,Unknown,no,Bad,10/10/1996,no,2
888,888,"Winnebago, IL",Illinois,-5589.96,12.0,'existing paid',Unknown,795,12.55,<1,4,'female div/dep/mar',none,4,'life insurance',53,none,own,1,skilled,1,yes,Bad,10/11/1996,yes,0
889,889,"Cook, IL",Illinois,140.73,24.0,'critical/other existing credit',Unknown,2825,0.0,Unknown,4,'male single',none,3,Other,34,none,own,2,skilled,2,yes,Bad,10/12/1996,yes,2
890,890,"Daviess, IN",Indiana,0.0,20.0,'existing paid',Unknown,15672,0.0,1<=X<4,2,'male single',Unknown,2,car,23,none,own,1,skilled,1,yes,Bad,10/13/1996,yes,1
891,891,"Daviess, IN",Indiana,0.0,36.0,'critical/other existing credit','new car',6614,0.0,>=7,4,'male single',none,4,car,34,none,own,2,'high qualif/self emp/mgmt',1,Unknown,Good,10/14/1996,Unknown,2
892,892,"Elkhart, IN",Indiana,0.0,28.0,'all paid',Unknown,7824,0.0,<1,3,'male single',guarantor,4,'real estate',40,bank,rent,2,skilled,2,yes,Good,10/15/1996,yes,1
893,893,"Floyd, IN",Indiana,-7869.21,27.0,'critical/other existing credit',business,2442,78.37,>=7,4,'male single',none,4,car,43,stores,own,0,'high qualif/self emp/mgmt',2,yes,Good,10/16/1996,yes,0
894,894,"Lake, IN",Indiana,0.0,15.0,'critical/other existing credit',radio/tv,1829,0.0,>=7,4,'male single',none,0,car,31,none,Other,2,skilled,1,no,Bad,10/17/1996,no,0
895,895,"Monroe, IN",Indiana,-9686.49,12.0,'critical/other existing credit','new car',2171,80.14,1<=X<4,4,'male single',none,4,'life insurance',38,bank,own,2,'unskilled resident',1,yes,Bad,10/18/1996,yes,0
